3bee864d-1d27-44e6-b297-159c749b30b2,4
11cc24fc-2d0c-46cd-b774-fce6e33504a0,0
32ac9ca0-d636-4cba-9d1c-33437d09176f,4
36a7eaa8-481c-4161-99a7-9b119e7f8f1b,0
4ef87d49-8ba7-4b08-9485-5d684f0ef136,0
5932c3da-7ca5-49b5-a9c6-bea10d68068b,0
c2a856b2-d4d4-4340-99e0-a79a86807a76,5
e789b1df-960f-466f-a411-f192d87a1ef4,4
ea97e613-66f2-4d2b-9bcb-f97f0f9452b8,4
eb2533ab-a04b-42e7-835f-724a4689ec76,5
35d84cb1-e0e0-4cd5-9f01-299b0f1c85e6,3
512af60c-492d-428f-bb3e-a93c69f7961a,3
5c833543-9796-4ced-beee-781d1dc5b3e7,2.5
769fc678-77d8-419d-b8de-45e122a406d7,4
8362fc91-c15b-4c46-8171-9a16be2314e7,4.5
9fd23fa4-d8f0-4e7f-b86d-5e80688502e3,2.5
a1dcc8fa-7921-473e-b4c1-bd3eda3e03c6,4
b77510bb-d171-4a87-9055-d55407fcdb6d,4
bacb9fa8-d988-44e2-91f9-016df027ac6b,2.5
d14e29bc-efe7-4d0e-835a-a0c405b429cf,4
e3d57636-ed0f-4851-a485-ed456777b72e,2.5
e772b4c9-0611-4cb7-b5c9-608025e90aee,3
f221572c-87d5-43dd-9866-0d29baa5abb8,1
00d37c45-838b-4179-a215-ff078c5caab9,2
59594296-4b98-4ae2-9e80-4c41badee32d,1
608aa77f-6280-4dc2-95d6-ec778db23d7d,0
30c7bf54-7c8b-4d8c-bce8-430ce1c8d493,2
331a95f9-653c-47bb-9366-5def95167951,1
3aae167e-9637-4d0c-b2f0-b61da6ffdb2d,0
3ae7d91d-a8d7-4e1e-875d-3730df007382,3
6f2b249c-53f7-4e73-90e8-c3435f50caf7,2.5
a0f2452d-9942-40a5-a3b9-6b19ca11b95f,1.5
aaa27ed4-e28e-4bfa-851b-b2f815b15fd2,1.5
b6257099-42ca-472c-821d-8ff6457e0316,1
ea1561ee-8e6c-4adb-b8e3-04b1fceeadf4,0
f58e36b9-c4e8-4084-9af5-5b206fb4401d,0
fc5bf5f5-e91f-4584-865c-5917de0a0d8d,0
00a5e2a1-c7ff-40b5-a45a-2038df7d0714,5
1513feaa-ed66-4664-a092-e66d4ac50eb6,4
38df2db1-3632-45b6-87ee-781f6bf8b283,4
6ec1a054-ed7f-4daa-a8f4-80e4745d7c84,1
71063946-8863-4a7f-b1de-6eca9da70142,1
9705590e-52bb-48d4-97c3-ccaef4f9fb08,3
a478042c-6bb1-4570-a6f8-9888d727c026,1.5
a8d63bb1-0bdd-4575-966b-bb731450ea00,2
bc5f2b80-cf04-4ba0-b4bd-a0a0487e6494,1.5
c1e79552-1385-47bc-8445-1ab783c69574,1
c7d50b81-2dc0-43ca-92a3-8740e9767a59,3
e46d52f4-14f6-4d07-bdcc-340cc96eb60f,3
eb022428-dbeb-459f-8202-0631b36cf927,1
edc5d536-c592-4c18-a666-8fc7d51668cb,4
0741da82-525a-490f-86b3-dcb5e1d24a35,4
18ac47ff-3f70-4f97-8b82-b5d06b0776b7,4.5
1b8f9eba-44ad-4fc9-a4b7-16f191b8357e,3.5
f729a20e-dfef-4942-8fd2-29f5aad04fd3,4
f80ba5b3-714a-481d-8a10-ddd8aad151a7,4
2dc289e2-c338-4c46-bc95-bcf7b9a6a037,1
3b78ff8b-e07a-4373-8e4d-c0a9d127f04d,3.5
623ba9ed-bf5c-468b-8382-80a543c7ef2a,3
6ab3782c-c939-48a9-9f6b-5531f8f64c99,3
7b76481c-0750-4f6f-8b70-7e1e2851bc8e,4.5
b6250090-d06a-41b7-8493-c13e879caa36,4
b8f0291d-8496-4fa1-bdea-c57d056a9b84,4
d0134f1a-1e04-426b-9f20-8fe0e4e018c2,3.5
dde1a39f-cb5d-4201-a99f-70586d18ca6b,4
e99e7e98-1adf-4289-b6eb-37436a2ba6a1,5
f3a0703b-b691-48b3-83f6-e4c8ec73a0f4,4
24783906-7f33-4977-841c-75cbc915da3d,0
28e950cf-8b26-45ba-bad5-579db343aacf,4
efe9d121-7863-4383-8f41-4f1a808d0e53,4
1633e9cd-1ae8-4a80-b56a-82bd643c34c0,2
14839fab-d0e2-449d-9473-1fede7e98a9c,4
2550b1b5-67ac-4d55-ab57-d66b0b5a7f35,5
e4ef8527-f47f-4a98-9ffe-ff6a35431525,4
236c4450-2712-4343-b75e-890cfd1a13e1,0
b3e0bfd7-85f1-46a7-bd8a-c6a43ec4533d,2.5
95ed49ee-c6cd-43ed-8b81-5cbef850dfa0,4
1d5a615a-482d-43a4-b0d4-879ed5c37e74,1
47aeb978-a5bb-494c-af7a-c0786470fccd,1
6ac00ac5-083c-40a8-a662-95eba15901f6,3.5
c0a0a09e-5a21-4cbb-ad76-b93f71ef5ce6,1.5
c8e3e81e-0995-4eac-a9b9-478149938006,1
cd737790-bcb0-412f-afcf-4ad8ed502a84,0
f998be66-cf54-4fa7-8962-980c9fd808db,2
fdc349b3-1ac5-4ab9-a933-917f31077427,4
36533ba2-6494-4858-a561-574a0a65d99a,3
020c7f58-ec3c-4a7e-ac60-6ff7e6892fce,5
30866e5f-09cb-4590-95a1-37e52240ce7b,4.5
414339c0-1081-4a0f-986e-576c245d82f1,4
a72b4643-8cd3-4797-b3fd-d75d5b4bdbad,0
10ba109b-8fa2-4d2b-a786-2ae7ed6d5110,3
25042bdb-e89f-46a3-9929-73211058bd86,2
57e704ac-3f44-4ef4-84f5-a17491f38d43,1
8882b43d-7c00-4007-bc85-3f06f79b8033,2.5
8ce335df-5c61-4ea0-99a5-99fff2f85824,2
95d7e60a-6db7-45e1-b813-f89cdae26b93,0
986a3ce2-e1f5-4991-a96a-35331297d798,4
cbefa493-e540-4d5d-8b2b-b76dc66e68c5,3.5
d700dc36-d8ab-4c20-8200-5ea6bd4efd76,2
d98c1fdc-bfbb-4d9d-b7af-671f914bcd85,3
fd459c81-314f-47ad-9a72-98d72b3fda52,2
0384f08a-56e8-4f94-8208-c98856af3cfc,4
148775c4-9fe9-4238-a545-2376880e6b9c,4
1724ac0b-b4ef-41d9-9a7c-c2c7c29f20ba,4
1955e9dc-c5fb-4e8b-9588-63a630e3f4ea,4
2eafbbdd-b981-437c-bea1-5b6b505c0661,4
397dac22-a577-4330-8534-8321824f3dc1,4
3ad1f185-960c-4b3f-bcba-ccbba509db33,4
3bc34ca8-4357-4eb6-b912-2400ea39436b,4.5
794a2767-ec1d-4f24-8acf-0b11a4f22a4c,4
8debb7ce-2082-42e7-9f15-09b4d0f5f5a3,4
9609db0d-a95c-4799-b1ae-3d6f6b64202e,4
e0991535-9a4d-4ab1-a4bb-67967b22ec23,4
e0eda66c-586e-423b-8ef1-046f3d5a71a0,5
fd32cf19-daeb-4415-9e79-738eaca7d6b9,3.5
01eef78e-4720-4c73-9ed6-458472b22012,2
069c5888-af70-4a5e-85c9-47f1efd9d67f,4
253520b8-275d-4107-bf71-b10b78d98ac6,4
1b340af0-d935-445a-80d7-fe8cd2618218,1.5
26c5cae8-4979-470c-bf47-5cdd6a1cca13,4
